"","childid","s2_id","w8cf8p_80","w2sch0","nsch","scorevar","score","wave","calYear","acaYear","w1c","w2","w3","w1"
"415",10002915,1906,2548.789438,181.283467,18,"x2mscalk5",34.1011,"2",6,6,1,2548.789438,181.283467,2548.789438
"416",10002939,1218,1223.728947,24.807104,17,"x2mscalk5",54.5505,"2",6,6,1,1223.728947,24.807104,1223.728947
"417",10002945,2302,916.985905,46.502141,20,"x2mscalk5",65.9783,"2",6,6,1,916.985905,46.502141,916.985905
"418",10002958,1247,2187.235506,30.36913,18,"x2mscalk5",40.133,"2",6,6,1,2187.235506,30.36913,2187.235506
"419",10002977,1066,1722.938614,59.788467,18,"x2mscalk5",41.3524,"2",6,6,1,1722.938614,59.788467,1722.938614
"420",10003017,1033,1178.163155,40.136887,15,"x2mscalk5",52.5846,"2",6,6,1,1178.163155,40.136887,1178.163155
"421",10003260,2327,722.165074,63.196283,16,"x2mscalk5",67.1959,"2",6,6,1,722.165074,63.196283,722.165074
"422",10003403,1906,3654.683577,181.283467,18,"x2mscalk5",40.4048,"2",6,6,1,3654.683577,181.283467,3654.683577
"423",10003564,1521,1006.293022,53.744947,15,"x2mscalk5",32.5005,"2",6,6,1,1006.293022,53.744947,1006.293022
"424",10003566,1066,1447.146241,59.788467,18,"x2mscalk5",40.9013,"2",6,6,1,1447.146241,59.788467,1447.146241
"425",10003688,2326,1188.156404,52.083427,15,"x2mscalk5",56.129,"2",6,6,1,1188.156404,52.083427,1188.156404
"426",10003772,1302,1834.577938,37.544854,20,"x2mscalk5",57.1089,"2",6,6,1,1834.577938,37.544854,1834.577938
"427",10003775,2006,1226.005825,32.830566,18,"x2mscalk5",68.2655,"2",6,6,1,1226.005825,32.830566,1226.005825
"428",10003827,1017,4069.342411,36.765227,17,"x2mscalk5",48.9628,"2",6,6,1,4069.342411,36.765227,4069.342411
"429",10003920,2006,779.076193,32.830566,18,"x2mscalk5",72.5566,"2",6,6,1,779.076193,32.830566,779.076193
"430",10003923,2327,859.792919,63.196283,16,"x2mscalk5",70.0763,"2",6,6,1,859.792919,63.196283,859.792919
"431",10003999,1906,1497.850853,181.283467,18,"x2mscalk5",53.6359,"2",6,6,1,1497.850853,181.283467,1497.850853
"432",10004007,1302,307.88371,37.544854,20,"x2mscalk5",64.8858,"2",6,6,1,307.88371,37.544854,307.88371
"433",10004120,1843,327.106542,12.784643,16,"x2mscalk5",47.7836,"2",6,6,1,327.106542,12.784643,327.106542
"434",10004164,1543,2070.530024,57.501349,17,"x2mscalk5",86.7848,"2",6,6,1,2070.530024,57.501349,2070.530024
"435",10004282,1906,1702.941251,181.283467,18,"x2mscalk5",35.692,"2",6,6,1,1702.941251,181.283467,1702.941251
"436",10004285,1066,2688.200803,59.788467,18,"x2mscalk5",44.8436,"2",6,6,1,2688.200803,59.788467,2688.200803
"437",10004316,2302,1151.829581,46.502141,20,"x2mscalk5",38.3148,"2",6,6,1,1151.829581,46.502141,1151.829581
"438",10004482,2327,1691.85491,63.196283,16,"x2mscalk5",40.5303,"2",6,6,1,1691.85491,63.196283,1691.85491
"439",10004540,1512,602.310904,75.291633,15,"x2mscalk5",48.6721,"2",6,6,1,602.310904,75.291633,602.310904
"440",10004544,1218,3448.341875,24.807104,17,"x2mscalk5",49.5478,"2",6,6,1,3448.341875,24.807104,3448.341875
"441",10004684,1066,2584.649418,59.788467,18,"x2mscalk5",44.2972,"2",6,6,1,2584.649418,59.788467,2584.649418
"442",10004734,1033,2358.818343,40.136887,15,"x2mscalk5",54.1398,"2",6,6,1,2358.818343,40.136887,2358.818343
"443",10004746,2327,663.055877,63.196283,16,"x2mscalk5",59.0072,"2",6,6,1,663.055877,63.196283,663.055877
"444",10004758,2327,789.418885999999,63.196283,16,"x2mscalk5",47.7312,"2",6,6,1,789.418885999999,63.196283,789.418885999999
"445",10004808,1017,1628.525775,36.765227,17,"x2mscalk5",62.2628,"2",6,6,1,1628.525775,36.765227,1628.525775
"446",10004831,2302,985.587969,46.502141,20,"x2mscalk5",44.2392,"2",6,6,1,985.587969,46.502141,985.587969
"447",10004861,1843,309.505968,12.784643,16,"x2mscalk5",20.317,"2",6,6,1,309.505968,12.784643,309.505968
"448",10004909,2302,1311.308754,46.502141,20,"x2mscalk5",25.1141,"2",6,6,1,1311.308754,46.502141,1311.308754
"449",10005021,1302,577.846491,37.544854,20,"x2mscalk5",35.9095,"2",6,6,1,577.846491,37.544854,577.846491
"450",10005022,1843,268.867967,12.784643,16,"x2mscalk5",71.3128,"2",6,6,1,268.867967,12.784643,268.867967
"451",10005042,1543,982.054089,57.501349,17,"x2mscalk5",51.5974,"2",6,6,1,982.054089,57.501349,982.054089
"452",10005113,1017,4030.09069,36.765227,17,"x2mscalk5",54.294,"2",6,6,1,4030.09069,36.765227,4030.09069
"453",10005167,2327,789.418885999999,63.196283,16,"x2mscalk5",74.4371,"2",6,6,1,789.418885999999,63.196283,789.418885999999
"454",10005187,1302,692.406722,37.544854,20,"x2mscalk5",86.2393,"2",6,6,1,692.406722,37.544854,692.406722
"455",10005260,1543,1862.03364,57.501349,17,"x2mscalk5",80.5584,"2",6,6,1,1862.03364,57.501349,1862.03364
"456",10005365,1066,1722.938614,59.788467,18,"x2mscalk5",42.1114,"2",6,6,1,1722.938614,59.788467,1722.938614
"457",10005387,2327,838.317395,63.196283,16,"x2mscalk5",46.6484,"2",6,6,1,838.317395,63.196283,838.317395
"458",10005440,1937,828.953239,68.608006,16,"x2mscalk5",52.9623,"2",6,6,1,828.953239,68.608006,828.953239
"459",10005499,1218,1150.200682,24.807104,17,"x2mscalk5",64.721,"2",6,6,1,1150.200682,24.807104,1150.200682
"460",10005530,2326,1414.591345,52.083427,15,"x2mscalk5",47.2779,"2",6,6,1,1414.591345,52.083427,1414.591345
"461",10005539,1066,1454.629517,59.788467,18,"x2mscalk5",36.8129,"2",6,6,1,1454.629517,59.788467,1454.629517
"462",10005558,1247,2274.864902,30.36913,18,"x2mscalk5",51.9653,"2",6,6,1,2274.864902,30.36913,2274.864902
"463",10005581,2327,1544.103279,63.196283,16,"x2mscalk5",55.0364,"2",6,6,1,1544.103279,63.196283,1544.103279
"464",10005608,1512,404.89559,75.291633,15,"x2mscalk5",65.4185,"2",6,6,1,404.89559,75.291633,404.89559
"465",10005728,1906,1557.860744,181.283467,18,"x2mscalk5",40.4767,"2",6,6,1,1557.860744,181.283467,1557.860744
"466",10005879,1937,554.73582,68.608006,16,"x2mscalk5",25.0534,"2",6,6,1,554.73582,68.608006,554.73582
"467",10005978,1066,1541.263906,59.788467,18,"x2mscalk5",62.8921,"2",6,6,1,1541.263906,59.788467,1541.263906
"468",10006006,1521,556.72262,53.744947,15,"x2mscalk5",49.819,"2",6,6,1,556.72262,53.744947,556.72262
"469",10006027,1088,746.848033,37.162299,15,"x2mscalk5",62.8391,"2",6,6,1,746.848033,37.162299,746.848033
"470",10006029,1247,2556.162043,30.36913,18,"x2mscalk5",44.4894,"2",6,6,1,2556.162043,30.36913,2556.162043
"471",10006057,1906,3415.983421,181.283467,18,"x2mscalk5",61.9344,"2",6,6,1,3415.983421,181.283467,3415.983421
"472",10006058,1937,862.164419,68.608006,16,"x2mscalk5",48.272,"2",6,6,1,862.164419,68.608006,862.164419
"473",10006065,2006,1235.910751,32.830566,18,"x2mscalk5",60.2035,"2",6,6,1,1235.910751,32.830566,1235.910751
"474",10006223,1906,1854.752723,181.283467,18,"x2mscalk5",52.1964,"2",6,6,1,1854.752723,181.283467,1854.752723
"475",10006271,1066,1554.907439,59.788467,18,"x2mscalk5",65.3096,"2",6,6,1,1554.907439,59.788467,1554.907439
"476",10006304,1377,1557.860744,181.283467,17,"x2mscalk5",61.7343,"2",6,6,1,1557.860744,181.283467,1557.860744
"477",10006356,1843,327.106542,12.784643,16,"x2mscalk5",43.3054,"2",6,6,1,327.106542,12.784643,327.106542
"478",10006610,1302,689.225766,37.544854,20,"x2mscalk5",47.5512,"2",6,6,1,689.225766,37.544854,689.225766
"479",10006656,2006,2974.765856,32.830566,18,"x2mscalk5",50.0792,"2",6,6,1,2974.765856,32.830566,2974.765856
"480",10006802,1377,1557.860744,181.283467,17,"x2mscalk5",47.884,"2",6,6,1,1557.860744,181.283467,1557.860744
"481",10006927,1247,2187.235506,30.36913,18,"x2mscalk5",64.3539,"2",6,6,1,2187.235506,30.36913,2187.235506
"482",10006937,2327,637.514498,63.196283,16,"x2mscalk5",56.8283,"2",6,6,1,637.514498,63.196283,637.514498
"483",10006998,1521,746.140584,53.744947,15,"x2mscalk5",48.2354,"2",6,6,1,746.140584,53.744947,746.140584
"484",10007014,1247,1631.975941,30.36913,18,"x2mscalk5",54.4911,"2",6,6,1,1631.975941,30.36913,1631.975941
"485",10007110,1512,598.570077,75.291633,15,"x2mscalk5",48.3337,"2",6,6,1,598.570077,75.291633,598.570077
"486",10007178,1088,1820.771215,37.162299,15,"x2mscalk5",52.6104,"2",6,6,1,1820.771215,37.162299,1820.771215
"487",10007201,2006,1117.046257,32.830566,18,"x2mscalk5",53.1127,"2",6,6,1,1117.046257,32.830566,1117.046257
"488",10007360,1033,2453.322033,40.136887,15,"x2mscalk5",56.1482,"2",6,6,1,2453.322033,40.136887,2453.322033
"489",10007425,1543,1159.840355,57.501349,17,"x2mscalk5",82.4207,"2",6,6,1,1159.840355,57.501349,1159.840355
"490",10007440,1521,1585.847287,53.744947,15,"x2mscalk5",35.8351,"2",6,6,1,1585.847287,53.744947,1585.847287
"491",10007497,1247,2581.058198,30.36913,18,"x2mscalk5",41.3397,"2",6,6,1,2581.058198,30.36913,2581.058198
"492",10007514,1088,1990.336056,37.162299,15,"x2mscalk5",72.7638,"2",6,6,1,1990.336056,37.162299,1990.336056
"493",10007533,1247,1165.738826,30.36913,18,"x2mscalk5",34.5171,"2",6,6,1,1165.738826,30.36913,1165.738826
"494",10007534,1377,2922.960321,181.283467,17,"x2mscalk5",42.583,"2",6,6,1,2922.960321,181.283467,2922.960321
"495",10007551,1512,340.083579,75.291633,15,"x2mscalk5",45.8147,"2",6,6,1,340.083579,75.291633,340.083579
"496",10007585,1066,1391.40115,59.788467,18,"x2mscalk5",44.052,"2",6,6,1,1391.40115,59.788467,1391.40115
"497",10007656,1843,1376.957391,12.784643,16,"x2mscalk5",48.9949,"2",6,6,1,1376.957391,12.784643,1376.957391
"498",10007676,1756,1197.579747,71.831099,15,"x2mscalk5",56.2541,"2",6,6,1,1197.579747,71.831099,1197.579747
"499",10007700,1302,874.032009999999,37.544854,20,"x2mscalk5",39.0469,"2",6,6,1,874.032009999999,37.544854,874.032009999999
"500",10007760,2006,1589.777218,32.830566,18,"x2mscalk5",55.1869,"2",6,6,1,1589.777218,32.830566,1589.777218
"501",10007762,1756,729.404671,71.831099,15,"x2mscalk5",46.8346,"2",6,6,1,729.404671,71.831099,729.404671
"502",10007788,2326,1188.156404,52.083427,15,"x2mscalk5",52.5682,"2",6,6,1,1188.156404,52.083427,1188.156404
"503",10007836,1377,1854.752723,181.283467,17,"x2mscalk5",52.6854,"2",6,6,1,1854.752723,181.283467,1854.752723
"504",10007842,1555,988.882712,49.461368,18,"x2mscalk5",62.5619,"2",6,6,1,988.882712,49.461368,988.882712
"505",10007872,1756,1031.177934,71.831099,15,"x2mscalk5",52.7745,"2",6,6,1,1031.177934,71.831099,1031.177934
"506",10007879,2327,667.222572,63.196283,16,"x2mscalk5",71.5468,"2",6,6,1,667.222572,63.196283,667.222572
"507",10007910,1543,2049.975678,57.501349,17,"x2mscalk5",52.0166,"2",6,6,1,2049.975678,57.501349,2049.975678
"508",10007916,1543,761.176419,57.501349,17,"x2mscalk5",40.8846,"2",6,6,1,761.176419,57.501349,761.176419
"509",10007956,1543,1159.840355,57.501349,17,"x2mscalk5",92.6028,"2",6,6,1,1159.840355,57.501349,1159.840355
"510",10007973,1247,1202.673332,30.36913,18,"x2mscalk5",61.3849,"2",6,6,1,1202.673332,30.36913,1202.673332
"511",10007992,1746,380.730385,92.9635709999999,17,"x2mscalk5",67.1773,"2",6,6,1,380.730385,92.9635709999999,380.730385
"512",10008080,2302,919.935861999999,46.502141,20,"x2mscalk5",50.7439,"2",6,6,1,919.935861999999,46.502141,919.935861999999
"513",10008106,1521,949.729327,53.744947,15,"x2mscalk5",37.7925,"2",6,6,1,949.729327,53.744947,949.729327
"514",10008151,1521,949.729327,53.744947,15,"x2mscalk5",57.0581,"2",6,6,1,949.729327,53.744947,949.729327
"515",10008167,1512,371.754894,75.291633,15,"x2mscalk5",49.41,"2",6,6,1,371.754894,75.291633,371.754894
"516",10008177,1555,988.882712,49.461368,18,"x2mscalk5",46.6121,"2",6,6,1,988.882712,49.461368,988.882712
"517",10008179,1746,597.701709,92.9635709999999,17,"x2mscalk5",84.6983,"2",6,6,1,597.701709,92.9635709999999,597.701709
"518",10008248,1521,453.715868,53.744947,15,"x2mscalk5",51.7626,"2",6,6,1,453.715868,53.744947,453.715868
"519",10008377,1017,1628.525775,36.765227,17,"x2mscalk5",85.7593,"2",6,6,1,1628.525775,36.765227,1628.525775
"520",10008402,1247,1907.245444,30.36913,18,"x2mscalk5",56.8935,"2",6,6,1,1907.245444,30.36913,1907.245444
"521",10008424,1937,1034.521748,68.608006,16,"x2mscalk5",42.8468,"2",6,6,1,1034.521748,68.608006,1034.521748
"522",10008427,1756,1197.579747,71.831099,15,"x2mscalk5",63.0537,"2",6,6,1,1197.579747,71.831099,1197.579747
"523",10008568,1906,1119.928145,181.283467,18,"x2mscalk5",41.7514,"2",6,6,1,1119.928145,181.283467,1119.928145
"524",10008571,1746,319.526993,92.9635709999999,17,"x2mscalk5",44.8391,"2",6,6,1,319.526993,92.9635709999999,319.526993
"525",10008578,2327,789.418885999999,63.196283,16,"x2mscalk5",77.5169,"2",6,6,1,789.418885999999,63.196283,789.418885999999
"526",10008624,1746,251.806095,92.9635709999999,17,"x2mscalk5",49.449,"2",6,6,1,251.806095,92.9635709999999,251.806095
"527",10008690,1066,1208.710774,59.788467,18,"x2mscalk5",48.288,"2",6,6,1,1208.710774,59.788467,1208.710774
"528",10008716,1512,1175.37128,75.291633,15,"x2mscalk5",43.3892,"2",6,6,1,1175.37128,75.291633,1175.37128
"529",10008780,1088,738.908654,37.162299,15,"x2mscalk5",89.3385,"2",6,6,1,738.908654,37.162299,738.908654
"530",10008807,1512,638.087076,75.291633,15,"x2mscalk5",49.7362,"2",6,6,1,638.087076,75.291633,638.087076
"531",10008817,1906,1497.850853,181.283467,18,"x2mscalk5",41.2175,"2",6,6,1,1497.850853,181.283467,1497.850853
"532",10008831,1937,1009.816429,68.608006,16,"x2mscalk5",43.1207,"2",6,6,1,1009.816429,68.608006,1009.816429
"533",10008898,1302,268.032242,37.544854,20,"x2mscalk5",82.5415,"2",6,6,1,268.032242,37.544854,268.032242
"534",10008947,1017,647.549815,36.765227,17,"x2mscalk5",50.8735,"2",6,6,1,647.549815,36.765227,647.549815
"535",10009033,1521,812.656501999999,53.744947,15,"x2mscalk5",47.9729,"2",6,6,1,812.656501999999,53.744947,812.656501999999
"536",10009098,1247,2556.162043,30.36913,18,"x2mscalk5",45.9323,"2",6,6,1,2556.162043,30.36913,2556.162043
"537",10009102,2006,2927.965841,32.830566,18,"x2mscalk5",65.5379,"2",6,6,1,2927.965841,32.830566,2927.965841
"538",10009116,2326,1335.077217,52.083427,15,"x2mscalk5",33.5071,"2",6,6,1,1335.077217,52.083427,1335.077217
"539",10009223,1555,1973.722948,49.461368,18,"x2mscalk5",55.9847,"2",6,6,1,1973.722948,49.461368,1973.722948
"540",10009328,1746,295.225564,92.9635709999999,17,"x2mscalk5",53.0046,"2",6,6,1,295.225564,92.9635709999999,295.225564
"541",10009343,1843,274.746296,12.784643,16,"x2mscalk5",44.3776,"2",6,6,1,274.746296,12.784643,274.746296
"542",10009435,1017,4990.364472,36.765227,17,"x2mscalk5",53.5816,"2",6,6,1,4990.364472,36.765227,4990.364472
"543",10009505,1033,6932.739124,40.136887,15,"x2mscalk5",47.2757,"2",6,6,1,6932.739124,40.136887,6932.739124
"544",10009555,1746,258.655817,92.9635709999999,17,"x2mscalk5",65.1776,"2",6,6,1,258.655817,92.9635709999999,258.655817
"545",10009606,1218,1369.402147,24.807104,17,"x2mscalk5",67.449,"2",6,6,1,1369.402147,24.807104,1369.402147
"546",10009702,1555,950.790254,49.461368,18,"x2mscalk5",18.524,"2",6,6,1,950.790254,49.461368,950.790254
"547",10009727,1937,1967.628122,68.608006,16,"x2mscalk5",62.0221,"2",6,6,1,1967.628122,68.608006,1967.628122
"548",10009771,1377,3040.065793,181.283467,17,"x2mscalk5",69.6212,"2",6,6,1,3040.065793,181.283467,3040.065793
"549",10009802,1033,2358.818343,40.136887,15,"x2mscalk5",58.3417,"2",6,6,1,2358.818343,40.136887,2358.818343
"550",10009808,1512,300.219742,75.291633,15,"x2mscalk5",53.5226,"2",6,6,1,300.219742,75.291633,300.219742
"551",10009842,1377,2951.428967,181.283467,17,"x2mscalk5",32.0411,"2",6,6,1,2951.428967,181.283467,2951.428967
"552",10009870,2327,859.792919,63.196283,16,"x2mscalk5",76.4706,"2",6,6,1,859.792919,63.196283,859.792919
"553",10009911,1906,3069.675007,181.283467,18,"x2mscalk5",29.662,"2",6,6,1,3069.675007,181.283467,3069.675007
"554",10009952,2327,494.730099,63.196283,16,"x2mscalk5",69.3867,"2",6,6,1,494.730099,63.196283,494.730099
"555",10009953,1302,483.470514,37.544854,20,"x2mscalk5",73.4342,"2",6,6,1,483.470514,37.544854,483.470514
"556",10009977,1521,669.395006,53.744947,15,"x2mscalk5",37.6715,"2",6,6,1,669.395006,53.744947,669.395006
"557",10009998,1017,4030.09069,36.765227,17,"x2mscalk5",40.2165,"2",6,6,1,4030.09069,36.765227,4030.09069
"558",10010045,1302,874.032009999999,37.544854,20,"x2mscalk5",53.9314,"2",6,6,1,874.032009999999,37.544854,874.032009999999
"559",10010094,1218,2158.081823,24.807104,17,"x2mscalk5",46.2424,"2",6,6,1,2158.081823,24.807104,2158.081823
"560",10010145,2302,1022.471111,46.502141,20,"x2mscalk5",29.6786,"2",6,6,1,1022.471111,46.502141,1022.471111
"561",10010149,1521,812.656501999999,53.744947,15,"x2mscalk5",47.3303,"2",6,6,1,812.656501999999,53.744947,812.656501999999
"562",10010315,1377,1854.752723,181.283467,17,"x2mscalk5",51.1468,"2",6,6,1,1854.752723,181.283467,1854.752723
"563",10010385,1377,3654.683577,181.283467,17,"x2mscalk5",40.1656,"2",6,6,1,3654.683577,181.283467,3654.683577
"564",10010462,1033,2358.818343,40.136887,15,"x2mscalk5",45.1785,"2",6,6,1,2358.818343,40.136887,2358.818343
"565",10010482,1555,1766.176115,49.461368,18,"x2mscalk5",33.642,"2",6,6,1,1766.176115,49.461368,1766.176115
"566",10010626,2006,2631.13208,32.830566,18,"x2mscalk5",51.1121,"2",6,6,1,2631.13208,32.830566,2631.13208
"567",10010644,2302,1967.146931,46.502141,20,"x2mscalk5",36.5112,"2",6,6,1,1967.146931,46.502141,1967.146931
"568",10010654,1746,269.018603,92.9635709999999,17,"x2mscalk5",40.9013,"2",6,6,1,269.018603,92.9635709999999,269.018603
"569",10010850,1088,1878.459338,37.162299,15,"x2mscalk5",47.4031,"2",6,6,1,1878.459338,37.162299,1878.459338
"570",10010915,1756,1031.174606,71.831099,15,"x2mscalk5",52.6174,"2",6,6,1,1031.174606,71.831099,1031.174606
"571",10010939,1066,1517.774836,59.788467,18,"x2mscalk5",41.1586,"2",6,6,1,1517.774836,59.788467,1517.774836
"572",10010967,1937,918.381227,68.608006,16,"x2mscalk5",57.8907,"2",6,6,1,918.381227,68.608006,918.381227
"573",10010982,1066,1495.011311,59.788467,18,"x2mscalk5",49.8674,"2",6,6,1,1495.011311,59.788467,1495.011311
"574",10011202,1756,1847.634589,71.831099,15,"x2mscalk5",41.4052,"2",6,6,1,1847.634589,71.831099,1847.634589
"575",10011249,1302,342.053525,37.544854,20,"x2mscalk5",67.9931,"2",6,6,1,342.053525,37.544854,342.053525
"576",10011287,1906,2290.396138,181.283467,18,"x2mscalk5",42.2235,"2",6,6,1,2290.396138,181.283467,2290.396138
"577",10011322,1033,1178.163155,40.136887,15,"x2mscalk5",47.4919,"2",6,6,1,1178.163155,40.136887,1178.163155
"578",10011381,1906,3654.683577,181.283467,18,"x2mscalk5",50.7809,"2",6,6,1,3654.683577,181.283467,3654.683577
"579",10011431,1746,454.978723,92.9635709999999,17,"x2mscalk5",56.1098,"2",6,6,1,454.978723,92.9635709999999,454.978723
"580",10011444,1543,989.903176,57.501349,17,"x2mscalk5",33.053,"2",6,6,1,989.903176,57.501349,989.903176
"581",10011501,1746,297.922305,92.9635709999999,17,"x2mscalk5",60.2802,"2",6,6,1,297.922305,92.9635709999999,297.922305
"582",10011595,1066,1160.172978,59.788467,18,"x2mscalk5",29.8024,"2",6,6,1,1160.172978,59.788467,1160.172978
"583",10011651,1066,1722.938614,59.788467,18,"x2mscalk5",53.1739,"2",6,6,1,1722.938614,59.788467,1722.938614
"584",10011683,2006,2314.775208,32.830566,18,"x2mscalk5",41.6704,"2",6,6,1,2314.775208,32.830566,2314.775208
"585",10011785,1906,3040.065793,181.283467,18,"x2mscalk5",61.2952,"2",6,6,1,3040.065793,181.283467,3040.065793
"586",10011901,2326,1188.156404,52.083427,15,"x2mscalk5",53.7351,"2",6,6,1,1188.156404,52.083427,1188.156404
"587",10011916,1218,1186.642888,24.807104,17,"x2mscalk5",64.8884,"2",6,6,1,1186.642888,24.807104,1186.642888
"588",10011976,1521,923.927958,53.744947,15,"x2mscalk5",53.7776,"2",6,6,1,923.927958,53.744947,923.927958
"589",10012044,1302,291.926413,37.544854,20,"x2mscalk5",78.0056,"2",6,6,1,291.926413,37.544854,291.926413
"590",10012070,1937,2075.180004,68.608006,16,"x2mscalk5",50.73,"2",6,6,1,2075.180004,68.608006,2075.180004
"591",10012097,1746,552.228411,92.9635709999999,17,"x2mscalk5",60.1047,"2",6,6,1,552.228411,92.9635709999999,552.228411
"592",10012109,1218,810.493318999999,24.807104,17,"x2mscalk5",42.8424,"2",6,6,1,810.493318999999,24.807104,810.493318999999
"593",10012287,1088,712.867314,37.162299,15,"x2mscalk5",58.4247,"2",6,6,1,712.867314,37.162299,712.867314
"594",10012321,2326,1246.144889,52.083427,15,"x2mscalk5",61.2628,"2",6,6,1,1246.144889,52.083427,1246.144889
"595",10012330,1543,940.188387,57.501349,17,"x2mscalk5",31.3427,"2",6,6,1,940.188387,57.501349,940.188387
"596",10012363,1377,1224.224849,181.283467,17,"x2mscalk5",49.2448,"2",6,6,1,1224.224849,181.283467,1224.224849
"597",10012365,1937,1026.47288,68.608006,16,"x2mscalk5",57.7107,"2",6,6,1,1026.47288,68.608006,1026.47288
"598",10012376,2302,1101.406352,46.502141,20,"x2mscalk5",36.4651,"2",6,6,1,1101.406352,46.502141,1101.406352
"599",10012382,1218,1056.05678,24.807104,17,"x2mscalk5",81.5438,"2",6,6,1,1056.05678,24.807104,1056.05678
"600",10012384,1377,3619.431537,181.283467,17,"x2mscalk5",53.6099,"2",6,6,1,3619.431537,181.283467,3619.431537
"601",10012391,1746,250.233607,92.9635709999999,17,"x2mscalk5",66.7851,"2",6,6,1,250.233607,92.9635709999999,250.233607
"602",10012405,1247,1387.901499,30.36913,18,"x2mscalk5",39.1646,"2",6,6,1,1387.901499,30.36913,1387.901499
"603",10012485,1543,1159.840355,57.501349,17,"x2mscalk5",41.7109,"2",6,6,1,1159.840355,57.501349,1159.840355
"604",10012621,1033,3500.149572,40.136887,15,"x2mscalk5",45.012,"2",6,6,1,3500.149572,40.136887,3500.149572
"605",10012689,1017,821.181237,36.765227,17,"x2mscalk5",55.0269,"2",6,6,1,821.181237,36.765227,821.181237
"606",10012697,1247,1202.673332,30.36913,18,"x2mscalk5",60.6218,"2",6,6,1,1202.673332,30.36913,1202.673332
"607",10012720,1756,1304.339945,71.831099,15,"x2mscalk5",62.1022,"2",6,6,1,1304.339945,71.831099,1304.339945
"608",10012736,1521,871.994001,53.744947,15,"x2mscalk5",35.3334,"2",6,6,1,871.994001,53.744947,871.994001
"609",10012797,1088,4707.060638,37.162299,15,"x2mscalk5",45.4782,"2",6,6,1,4707.060638,37.162299,4707.060638
"610",10012806,1843,327.106542,12.784643,16,"x2mscalk5",37.398,"2",6,6,1,327.106542,12.784643,327.106542
"611",10012810,1843,606.322704,12.784643,16,"x2mscalk5",67.1401,"2",6,6,1,606.322704,12.784643,606.322704
"612",10012836,2302,2429.684235,46.502141,20,"x2mscalk5",50.2613,"2",6,6,1,2429.684235,46.502141,2429.684235
"613",10012859,1746,297.922305,92.9635709999999,17,"x2mscalk5",67.8318,"2",6,6,1,297.922305,92.9635709999999,297.922305
"614",10012861,1543,974.18364,57.501349,17,"x2mscalk5",59.5131,"2",6,6,1,974.18364,57.501349,974.18364
"615",10012896,1088,1618.460319,37.162299,15,"x2mscalk5",58.2416,"2",6,6,1,1618.460319,37.162299,1618.460319
"616",10012946,1302,304.411671,37.544854,20,"x2mscalk5",78.9171,"2",6,6,1,304.411671,37.544854,304.411671
"617",10013013,1218,1015.37673,24.807104,17,"x2mscalk5",59.1151,"2",6,6,1,1015.37673,24.807104,1015.37673
"618",10013029,1218,1257.316609,24.807104,17,"x2mscalk5",48.2423,"2",6,6,1,1257.316609,24.807104,1257.316609
"619",10013041,1218,1292.428101,24.807104,17,"x2mscalk5",47.1642,"2",6,6,1,1292.428101,24.807104,1292.428101
"620",10013128,1937,1060.265062,68.608006,16,"x2mscalk5",72.3097,"2",6,6,1,1060.265062,68.608006,1060.265062
"621",10013164,1066,1244.685304,59.788467,18,"x2mscalk5",49.7914,"2",6,6,1,1244.685304,59.788467,1244.685304
"622",10013232,2302,1025.074562,46.502141,20,"x2mscalk5",52.7886,"2",6,6,1,1025.074562,46.502141,1025.074562
"623",10013361,1756,1065.790074,71.831099,15,"x2mscalk5",65.5068,"2",6,6,1,1065.790074,71.831099,1065.790074
"624",10013396,2006,1335.300112,32.830566,18,"x2mscalk5",60.8128,"2",6,6,1,1335.300112,32.830566,1335.300112
"625",10013420,1218,1292.428101,24.807104,17,"x2mscalk5",64.5694,"2",6,6,1,1292.428101,24.807104,1292.428101
"626",10013478,2006,2927.965841,32.830566,18,"x2mscalk5",55.3877,"2",6,6,1,2927.965841,32.830566,2927.965841
"627",10013540,1512,718.997489,75.291633,15,"x2mscalk5",45.5121,"2",6,6,1,718.997489,75.291633,718.997489
"628",10013545,1017,2065.192173,36.765227,17,"x2mscalk5",50.4989,"2",6,6,1,2065.192173,36.765227,2065.192173
"629",10013622,1247,1029.093527,30.36913,18,"x2mscalk5",40.966,"2",6,6,1,1029.093527,30.36913,1029.093527
"630",10013765,1843,264.162875,12.784643,16,"x2mscalk5",35.4439,"2",6,6,1,264.162875,12.784643,264.162875
"631",10013910,1746,240.594432,92.9635709999999,17,"x2mscalk5",55.3207,"2",6,6,1,240.594432,92.9635709999999,240.594432
"632",10013911,2302,1220.429902,46.502141,20,"x2mscalk5",37.1419,"2",6,6,1,1220.429902,46.502141,1220.429902
"633",10013928,1555,950.790254,49.461368,18,"x2mscalk5",35.4014,"2",6,6,1,950.790254,49.461368,950.790254
"634",10013942,1756,893.557794,71.831099,15,"x2mscalk5",37.479,"2",6,6,1,893.557794,71.831099,893.557794
"635",10014034,1302,1009.156911,37.544854,20,"x2mscalk5",64.5411,"2",6,6,1,1009.156911,37.544854,1009.156911
"636",10014070,1906,1258.41223,181.283467,18,"x2mscalk5",27.8941,"2",6,6,1,1258.41223,181.283467,1258.41223
"637",10014149,2327,789.418885999999,63.196283,16,"x2mscalk5",69.2629,"2",6,6,1,789.418885999999,63.196283,789.418885999999
